"","OverallQual","GrLivArea","GarageCars","Neighborhood","ExterQual","X1stFlrSF","BsmtFinSF1","LotArea","X2ndFlrSF","KitchenQual","YearBuilt","FullBath","SalePrice"
"1391",5,900,1,"NAmes","TA",900,769,7838,0,"TA",1967,1,123000
"393",4,788,0,"BrkSide","TA",788,266,7446,0,"TA",1941,1,100000
"1387",9,1746,3,"Gilbert","Ex",1746,1320,14892,0,"Ex",2006,2,377500
"177",6,2060,2,"ClearCr","Gd",1164,831,10029,896,"TA",1988,2,211000
"710",3,729,0,"BrkSide","Gd",729,0,4130,0,"TA",1935,1,52000
"1259",6,1675,2,"Gilbert","TA",892,0,24682,783,"TA",1999,2,181000
"1453",7,1221,2,"Somerst","Gd",1221,410,7500,0,"Gd",2004,2,185000
"1346",8,1776,3,"Timber","Gd",1776,80,15306,0,"Gd",2006,2,283463
"1390",5,1584,3,"NAmes","TA",1584,0,8944,0,"TA",1967,2,124000
"921",5,2200,0,"Edwards","TA",1272,1084,8777,928,"TA",1900,2,145900
"1399",6,1158,1,"BrkSide","TA",950,0,6000,208,"TA",1929,1,120000
"1212",4,960,1,"Sawyer","TA",960,648,10246,0,"TA",1965,0,145000
"155",6,1200,1,"OldTown","TA",1200,0,11340,0,"TA",1923,1,125000
"919",6,1414,2,"NAmes","Ex",1414,528,11029,0,"TA",1958,1,176500
"383",6,784,2,"SawyerW","TA",784,0,9000,0,"TA",1928,1,76000
"1159",6,1456,2,"NPkVill","TA",855,311,2280,601,"TA",1978,2,146000
"1097",4,1324,1,"BrkSide","TA",757,672,6000,567,"TA",1936,1,128000
"1421",6,848,2,"CollgCr","Gd",848,686,4435,0,"Gd",2003,1,136500
"208",4,1100,1,"NAmes","TA",1100,419,12493,0,"TA",1960,1,141000
"1381",7,1762,2,"OldTown","TA",998,0,7200,764,"Gd",1920,1,157000
"610",9,2153,3,"CollgCr","Gd",1476,904,11050,677,"Ex",2000,2,313000
"821",4,936,2,"OldTown","Fa",936,0,6000,0,"TA",1953,1,93000
"1417",5,1144,1,"NAmes","TA",1144,25,9204,0,"TA",1963,1,124000
"1046",5,990,2,"CollgCr","TA",990,686,9245,0,"TA",1994,1,145000
"957",7,1337,2,"CollgCr","Gd",1337,699,8450,0,"Gd",2003,2,185000
"491",6,1578,1,"NAmes","TA",958,403,9490,620,"Fa",1941,1,133000
"1041",6,1306,2,"NridgHt","Gd",1306,900,5381,0,"Gd",2005,2,196000
"986",9,1940,3,"NridgHt","Ex",1940,1646,10159,0,"Ex",2009,2,395192
"687",7,1102,2,"Somerst","Gd",551,239,5105,551,"Gd",2004,2,148800
"790",7,1145,2,"Blmngtn","Gd",1145,16,3182,0,"Gd",2005,2,160200
"691",10,4316,3,"NoRidge","Ex",2444,1455,21535,1872,"Ex",1994,3,755000
"612",8,1872,2,"CollgCr","Gd",1299,990,11885,573,"Ex",2001,2,261500
"277",7,1560,2,"Mitchel","Gd",1560,0,9196,0,"Gd",2003,2,201000
"1452",5,1140,0,"Mitchel","TA",1140,0,17217,0,"TA",2006,1,84500
"104",7,1226,3,"CollgCr","TA",1226,0,10402,0,"Gd",2009,2,198900
"1246",6,1034,3,"Mitchel","TA",1034,539,12328,0,"TA",1976,1,169900
"1108",8,1836,3,"NridgHt","Gd",1836,1039,11362,0,"Gd",2004,2,280000
"421",6,1602,2,"NWAmes","Gd",1602,1246,16635,0,"Gd",1977,2,215000
"520",4,1294,0,"OldTown","TA",694,0,10800,600,"TA",1900,2,106250
"1220",5,1211,1,"Sawyer","TA",1211,250,8250,0,"TA",1968,1,134000
"695",6,1137,2,"Timber","TA",1137,980,13811,0,"Gd",1987,2,176000
